marka,model,cins,renk,numaralar,IMG_url,SKU,url,ozelliker,aciklama,eski_fiyat,yeni_fiyat
adidas,adidas TUBULAR INVADER STR,"
                                    ACHTUNG: Männergrößen","['adidas TUBULAR INVADER STR OLICAR/DBROWN/CWHITE', 'adidas TUBULAR INVADER STR CLEAR BROWN/CLEAR BROWN/CHALK WHITE', 'adidas TUBULAR INVADER STR CBLACK/CBLACK/UTIBLK', 'adidas TUBULAR INVADER STR TRACE CARGO S17/TRACE CARGO S17/SESAME', 'adidas TUBULAR INVADER STR CORE BLACK/GUM 1/FTWR WHITE', 'adidas TUBULAR INVADER STR FTWWHT/FTWWHT/LGSOGR', 'adidas TUBULAR INVADER STR FTWR WHITE/GUM 1/CORE BLACK', 'adidas TUBULAR INVADER STR GREY FOUR F17/GREY FOUR F17/RAW PINK F15', 'adidas TUBULAR INVADER STR CORE BLACK/CORE BLACK/FTWR WHITE']","['40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3']",https://kickz.akamaized.net/de/media/images/p/600/adidas-TUBULAR_INVADER_STR-TRACE_CARGO_S17_TRACE_CARGO_S17_SESAME-1.jpg,BB8391,https://www.kickz.com/de/adidas-sneakers-low-tubular-invader-str-trace_cargo_s17_trace_cargo_s17_sesame-122336010," Leather,Synthetic Textile,Synthetic Textile Rubber","

Der Low-Top „Superstar“ entstand aus dem „Supergrip“ und war der erste Basketball Sneaker, der komplett aus echtem Leder gefertigt wurde. Dadurch, und durch die Zehenkappen aus Gummi (daher der Spitzname „shell toes“), waren die Schuhe widerstandsfähiger und dank des in die Sohlen integrierten Herringbone (Fischgräten)-Systems sehr rutschfest. Ab Mitte der 70er spielten gut 75 Prozent der NBA-Spieler in „Superstars“ und in 1976 unterschrieb niemand geringerer als Kareem Abdul-Jabbar einen Vertrag mit Adidas. Abdul-Jabbar, seines Zeichens NBA All-time Leader für erzielte Punkte, machte damit die Marke Adidas und die „Superstars“ genau so berühmt wie seinen Signature Move – den „sky hook“. Von da an bis Mitte der 80er war die Firma mit den drei Streifen das Nonplusultra in der NBA, es hieß – all adidas everything!","
                119,95 €","77,99"
jordan,JORDAN 3 RETRO GT,"
                                    ACHTUNG: Kindergrößen","['JORDAN 3 RETRO GT BLACK/METALLIC GOLD-RIO TEAL-WHITE', 'JORDAN 3 RETRO GT DK PURPLE DUST/ATOMIC PINK-BLUECAP-WHITE']","['17', '18+']",https://kickz.akamaized.net/de/media/images/p/600/JORDAN_3_RETRO_GT-BLACK_METALLIC_GOLD_RIO_TEAL_WHITE-1.jpg,654964-018,https://www.kickz.com/de/jordan-sneakers-low-jordan-3-retro-gt-black_metallic_gold_rio_teal_white-123605002, leder/synthetik,"
In Jordans Rookie-Saison erkannte die Basketballwelt schnell, mit wem sie es  zu tun hat. Er war nicht nur ein faszinierender Spieler, sein sympathisches Lächeln und charismatische Persönlichkeit zog die Menschen in seinen Bann - er war der perfekte Werbeträger. Das wusste auch Nike. Die Marke brauchte einen Kick-Starter und fand in Jordan einen Raketenantrieb.","
                69,95 €","51,99"
reebok,reebok CL LEATHER PG,"
                                    ACHTUNG: Männergrößen",['reebok CL LEATHER PG WHITE/CARBON/SNOWY G'],['40 1/2'],https://kickz.akamaized.net/de/media/images/p/600/reebok-CL_LEATHER_PG-WHITE_CARBON_SNOWY_G-1.jpg,BD1643,https://www.kickz.com/de/reebok-sneakers-low-cl-leather-pg-white_carbon_snowy_g-124527003, LEATHER LOW ATHLETIC," ist eines der ältesten Unternehmen der Sportartikelindustrie und steht bis heute für ständig neue Innovationen. 1895 wurde die Firma als Familienbetrieb J.W.  Fosters and sons in Großbritannien gegründet. Vor allem mit der Entwicklung von Laufschuhen war das Unternehmen damals erfolgreich. 1958 benannten zwei Enkel von Foster die Firma in Reebok um. Weltweit beliebt wurde Reebok jedoch erst 1982, als der Frauen-Aerobic-Schuh ","
                89,95 €","64,99"
nike,nike AIR MAX 90 SE LTR (GS),"
                                    ACHTUNG: Kindergrößen",['nike AIR MAX 90 SE LTR (GS) MTLC RED BRONZE/MTLC RED BRONZE'],"['36', '36+', '37+', '38', '38+']",https://kickz.akamaized.net/de/media/images/p/600/nike-AIR_MAX_90_SE_LTR_GS-MTLC_RED_BRONZE_MTLC_RED_BRONZE-1.jpg,859633-900,https://www.kickz.com/de/nike-sneakers-low-air-max-90-se-ltr-gs-mtlc_red_bronze_mtlc_red_bronze-123473002, leder/synthetik,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                109,95 €","74,99"
jordan,jordan AIR JORDAN 3 RETRO WOOL BG,"
                                    ACHTUNG: Kindergrößen",['jordan AIR JORDAN 3 RETRO WOOL BG DARK GREY/DARK GREY-SAIL'],"['35+', '36', '36+', '37+', '38', '38+', '39', '40']",https://kickz.akamaized.net/de/media/images/p/600/AIR_JORDAN_3_RETRO_WOOL_BG-DARK_GREY_DARK_GREY_SAIL-1.jpg,861427-004,https://www.kickz.com/de/jordan-sneakers-low-air-jordan-3-retro-wool-bg-dark_grey_dark_grey_sail-123654001, leder/synthetik,"
In Jordans Rookie-Saison erkannte die Basketballwelt schnell, mit wem sie es  zu tun hat. Er war nicht nur ein faszinierender Spieler, sein sympathisches Lächeln und charismatische Persönlichkeit zog die Menschen in seinen Bann - er war der perfekte Werbeträger. Das wusste auch Nike. Die Marke brauchte einen Kick-Starter und fand in Jordan einen Raketenantrieb.","
                139,95 €","104,99"
nike,nike AIR FORCE 1 SE (GS),"
                                    ACHTUNG: Kindergrößen",['nike AIR FORCE 1 SE (GS) MTLC RED BRONZE/MTLC RED BRONZE-WHITE'],"['35+', '36', '36+']",https://kickz.akamaized.net/de/media/images/p/600/nike-AIR_FORCE_1_SE_GS-MTLC_RED_BRONZE_MTLC_RED_BRONZE_WHITE-1.jpg,877083-901,https://www.kickz.com/de/nike-sneakers-low-air-force-1-se-gs-mtlc_red_bronze_mtlc_red_bronze_white-123649003, leder/synthetik,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                84,95 €","50,99"
nike,nike AIR FOOTSCAPE WOVEN CHUKKA SE,"
                                    ACHTUNG: Männergrößen","['nike AIR FOOTSCAPE WOVEN CHUKKA SE OBSIDIAN/BLACK-SAIL-BLACK', 'nike AIR FOOTSCAPE WOVEN CHUKKA SE BLACK/BLACK-IVORY']","['40', '42 1/2', '43', '44', '44 1/2', '45 1/2', '46']",https://kickz.akamaized.net/de/media/images/p/600/nike-AIR_FOOTSCAPE_WOVEN_CHUKKA_SE-BLACK_BLACK_IVORY-1.jpg,857874-001,https://www.kickz.com/de/nike-sneakers-low-air-footscape-woven-chukka-se-black_black_ivory-123578001, leder/synthetik,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                169,95 €","101,99"
nike,nike W AIR MAX 1 ULTRA FLYKNIT,"
                                    ACHTUNG: Frauengrößen","['nike W AIR MAX 1 ULTRA FLYKNIT DRK OBSDN/WHITE-RCR BL-PHT BL', 'nike W AIR MAX 1 ULTRA FLYKNIT VLTG GREEN/WHITE-LCD GRN-R TL', 'nike W AIR MAX 1 ULTRA FLYKNIT OLIVE FLAK/BLACK-GAME ROYAL', 'nike W AIR MAX 1 ULTRA FLYKNIT VOLT/WHITE-ELECTRIC GREEN', 'nike W AIR MAX 1 ULTRA FLYKNIT PHOTO BLUE/DEEP ROYAL BLUE', 'nike W AIR MAX 1 ULTRA FLYKNIT BRGHT CRMSN/WHITE-UNVRSTY RD-B']","['38 1/2', '39']",https://kickz.akamaized.net/de/media/images/p/600/nike-W_AIR_MAX_1_ULTRA_FLYKNIT-VOLT_WHITE_ELECTRIC_GREEN-1.jpg,843387-701,https://www.kickz.com/de/nike-sneakers-low-w-air-max-1-ultra-flyknit-volt_white_electric_green-123018010, synthetik/textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                174,95 €","104,99"
nike,nike W AIR MAX 1 ULTRA FLYKNIT,"
                                    ACHTUNG: Frauengrößen","['nike W AIR MAX 1 ULTRA FLYKNIT DRK OBSDN/WHITE-RCR BL-PHT BL', 'nike W AIR MAX 1 ULTRA FLYKNIT VLTG GREEN/WHITE-LCD GRN-R TL', 'nike W AIR MAX 1 ULTRA FLYKNIT OLIVE FLAK/BLACK-GAME ROYAL', 'nike W AIR MAX 1 ULTRA FLYKNIT VOLT/WHITE-ELECTRIC GREEN', 'nike W AIR MAX 1 ULTRA FLYKNIT PHOTO BLUE/DEEP ROYAL BLUE', 'nike W AIR MAX 1 ULTRA FLYKNIT BRGHT CRMSN/WHITE-UNVRSTY RD-B']","['37 1/2', '38 1/2']",https://kickz.akamaized.net/de/media/images/p/600/nike-W_AIR_MAX_1_ULTRA_FLYKNIT-VLTG_GREEN_WHITE_LCD_GRN_R_TL-1.jpg,843387-301,https://www.kickz.com/de/nike-sneakers-low-w-air-max-1-ultra-flyknit-vltg_green_white_lcd_grn_r_tl-123018008, synthetik/textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                159,95 €","95,99"
nike,nike W AIR MAX 1 ULTRA FLYKNIT,"
                                    ACHTUNG: Frauengrößen","['nike W AIR MAX 1 ULTRA FLYKNIT DRK OBSDN/WHITE-RCR BL-PHT BL', 'nike W AIR MAX 1 ULTRA FLYKNIT VLTG GREEN/WHITE-LCD GRN-R TL', 'nike W AIR MAX 1 ULTRA FLYKNIT OLIVE FLAK/BLACK-GAME ROYAL', 'nike W AIR MAX 1 ULTRA FLYKNIT VOLT/WHITE-ELECTRIC GREEN', 'nike W AIR MAX 1 ULTRA FLYKNIT PHOTO BLUE/DEEP ROYAL BLUE', 'nike W AIR MAX 1 ULTRA FLYKNIT BRGHT CRMSN/WHITE-UNVRSTY RD-B']","['36', '36 1/2', '37 1/2', '38', '38 1/2', '39', '40']",https://kickz.akamaized.net/de/media/images/p/600/nike-W_AIR_MAX_1_ULTRA_FLYKNIT-OLIVE_FLAK_BLACK_GAME_ROYAL-1.jpg,843387-302,https://www.kickz.com/de/nike-sneakers-low-w-air-max-1-ultra-flyknit-olive_flak_black_game_royal-123018006, synthetik/textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                174,95 €","104,99"
nike,nike CORTEZ SE (GS),"
                                    ACHTUNG: Kindergrößen","['nike CORTEZ SE (GS) MTLC GOLD STAR/MTLC GOLD STAR', 'nike CORTEZ SE (GS) MTLC PLATINUM/MTLC PLATINUM']","['35+', '36', '36+', '37+', '38', '38+']",https://kickz.akamaized.net/de/media/images/p/600/nike-CORTEZ_SE_GS-MTLC_GOLD_STAR_MTLC_GOLD_STAR-1.jpg,859569-900,https://www.kickz.com/de/nike-sneakers-low-cortez-se-gs-mtlc_gold_star_mtlc_gold_star-123661001, synthetik/textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                69,95 €","41,99"
asics,asics GEL-LYTE III Mens,"
                                    ACHTUNG: Männergrößen","['asics GEL-LYTE III Mens AGAVE GREEN/AGAVEGREEN', 'asics GEL-LYTE III Mens LATTE/LATTE', 'asics GEL-LYTE III Mens BIRCH/BIRCH', 'asics GEL-LYTE III Mens dark grey/white']","['42', '43 1/2', '44 1/2']",https://kickz.akamaized.net/de/media/images/p/600/asics-GEL_LYTE_III_Mens-BIRCH_BIRCH-1.jpg,H7M4L0202,https://www.kickz.com/de/asics-gel-lyte-3-gel-lyte-iii-mens-birch_birch-126709005, Leather,"

1977 fusionierte Onitsuka mit zwei anderen Unternehmen und wurde in Asics umbenannt. Der Name ist eigentlich eine Abkürzung für das lateinische Motto des Unternehmens: anima sana in corpore sano – ein gesunder Geist in einem gesunden Körper. Ende der 70er-Jahre entstand in Kobe das erste Asics Forschungslabor, das sich mit der Weiterentwicklung von Sportschuhen befasste. Hier wurde unter anderem das richtungsweisende Gel-Dämpfungssystem erfunden, das bis heute in zahlreichen Laufschuhen zum Einsatz kommt. Neben funktionellen Sportschuhen ist Asics heute vor allem für Lifestyle Sneaker bekannt. Der Onitsuka Tiger ist nicht erst seit ihn Uma Thurman in Kill Bill trug eine Sneaker-Ikone. Erkennungszeichen sind stets die Streifen an der Seite, die häufig in auffälligen Farben gehalten sind. Damit hat sich Asics auch in der Streetwear fest etabliert.
","
                134,95 €","86,99"
jordan,JORDAN WESTBROOK 0.2,"
                                    ACHTUNG: Männergrößen","['JORDAN WESTBROOK 0.2 LIGHT BONE/LIGHT BONE', 'Jordan Westbrook 0.2 KHAKI/KHAKI', 'JORDAN WESTBROOK 0.2 BLACK/BLACK-GYM RED', 'JORDAN WESTBROOK 0.2 BLACK/BLACK-SAIL']","['40', '40 1/2', '41']",https://kickz.akamaized.net/de/media/images/p/600/JORDAN_WESTBROOK_0_2-LIGHT_BONE_LIGHT_BONE-1.jpg,854563-002,https://www.kickz.com/de/jordan-sneakers-low-jordan-westbrook-0_2-light_bone_light_bone-123811002, leder/synthetik,"
In Jordans Rookie-Saison erkannte die Basketballwelt schnell, mit wem sie es  zu tun hat. Er war nicht nur ein faszinierender Spieler, sein sympathisches Lächeln und charismatische Persönlichkeit zog die Menschen in seinen Bann - er war der perfekte Werbeträger. Das wusste auch Nike. Die Marke brauchte einen Kick-Starter und fand in Jordan einen Raketenantrieb.","
                139,95 €","97,99"
k1x,k1x RS 93,"
                                    ACHTUNG: Männergrößen","['k1x RS 93 Grey Heather', 'k1x RS 93 red', 'k1x RS 93 navy/white', 'k1x RS 93 WHITE/WHITE', 'k1x RS 93 black/white', 'k1x RS 93 black', 'k1x RS 93 olive']","['40', '40 1/2', '41', '42', '42 1/2', '43', '44', '44 1/2', '45', '47 1/2']",https://kickz.akamaized.net/de/media/images/p/600/k1x-RS_93-olive-1.jpg,1163-0307/3302,https://www.kickz.com/de/k1x-sneakers-low-rs-93-olive-120656008, 100% Textil,"

Neben Performance Sportswear produziert k1X auch Streetwear, mit der man sich auch Off-Court als Basketballer zeigen kann. Die Nation of Hoop bleibt dabei stets Dreh- und Angelpunkt einer jeden Kollektion. Schließlich lautet das Motto der Brand „By ballers for ballers“. Die Jeans, Jacken oder Pullover sind daher häufig mit Motiven ausgestattet, die direkt vom Hardwood inspiriert sind. Dazu entwerfen die Designer auch reichlich Schuhe für die Freizeit. Modelle wie der Meet the parents, Lazy Layup oder H1ke sind absolute Klassiker der Brand und heute aus der Streetwear nicht mehr wegzudenken. Dadurch ist K1X nicht nur bei Basketballern beliebt, sondern hat sich im gesamten Lifestyle-Sektor etabliert. Inzwischen sogar im Kühlregal: 2009 wurde ein eigener Energy Drink eingeführt. Nicht zuletzt durch Innovationen wie diese und ebenso starke Designs hat sich K1X zu einem der größten Player auf dem Basketballmarkt entwickelt.","
                99,95 €","59,99"
k1x,k1x LP Low LE,"
                                    ACHTUNG: Männergrößen","['k1x LP Low birch', 'k1x LP Low grey tweed', 'k1x LP Low black/light gum', 'k1x LP Low black tweed/red', 'k1x LP Low navy oxford', 'k1x LP Low LE toffee brown', 'k1x LP Low LE light grey/lily white', 'k1x LP Low LE chinchilla/gum', 'k1x LP Low deep taupe/light gum', 'k1x LP Low SANDSHELL', 'k1x LP Low dark brown oxford', 'k1x LP Low LE deep taupe/light gum', 'k1x LP Low black/x-burgundy', 'k1x LP Low stoney/light gum', 'k1x LP Low LE COOL GREY', 'k1x LP Low ombre blue', 'k1x LP Low black oxford', 'k1x LP Low olive oxford', 'k1x LP Low ashgrey', 'k1x LP Low LE BLACK-BLACK-M', 'k1x LP Low LE black gum', 'k1x LP Low LE wheat', 'k1x LP Low LE pirate black', 'k1x LP Low black tweed/red', 'k1x LP Low LE navy/gum', 'k1x LP Low black/white/red']","['40', '40 1/2', '41', '42 1/2']",https://kickz.akamaized.net/de/media/images/p/600/k1x-LP_Low_LE-navy_gum-1.jpg,1163-0306/4020,https://www.kickz.com/de/k1x-sneakers-low-lp-low-le-navy_gum-103012040, 100% leder,"

Neben Performance Sportswear produziert k1X auch Streetwear, mit der man sich auch Off-Court als Basketballer zeigen kann. Die Nation of Hoop bleibt dabei stets Dreh- und Angelpunkt einer jeden Kollektion. Schließlich lautet das Motto der Brand „By ballers for ballers“. Die Jeans, Jacken oder Pullover sind daher häufig mit Motiven ausgestattet, die direkt vom Hardwood inspiriert sind. Dazu entwerfen die Designer auch reichlich Schuhe für die Freizeit. Modelle wie der Meet the parents, Lazy Layup oder H1ke sind absolute Klassiker der Brand und heute aus der Streetwear nicht mehr wegzudenken. Dadurch ist K1X nicht nur bei Basketballern beliebt, sondern hat sich im gesamten Lifestyle-Sektor etabliert. Inzwischen sogar im Kühlregal: 2009 wurde ein eigener Energy Drink eingeführt. Nicht zuletzt durch Innovationen wie diese und ebenso starke Designs hat sich K1X zu einem der größten Player auf dem Basketballmarkt entwickelt.","
                79,95 €","47,99"
k1x,k1x RS 93,"
                                    ACHTUNG: Männergrößen","['k1x RS 93 Grey Heather', 'k1x RS 93 red', 'k1x RS 93 navy/white', 'k1x RS 93 WHITE/WHITE', 'k1x RS 93 black/white', 'k1x RS 93 black', 'k1x RS 93 olive']","['40', '40 1/2', '41', '42', '42 1/2', '43', '44', '44 1/2', '45 1/2']",https://kickz.akamaized.net/de/media/images/p/600/k1x-RS_93-Black-1.jpg,1163-0307/0001,https://www.kickz.com/de/k1x-sneakers-low-rs-93-black-120656002, 100% Textil,"

Neben Performance Sportswear produziert k1X auch Streetwear, mit der man sich auch Off-Court als Basketballer zeigen kann. Die Nation of Hoop bleibt dabei stets Dreh- und Angelpunkt einer jeden Kollektion. Schließlich lautet das Motto der Brand „By ballers for ballers“. Die Jeans, Jacken oder Pullover sind daher häufig mit Motiven ausgestattet, die direkt vom Hardwood inspiriert sind. Dazu entwerfen die Designer auch reichlich Schuhe für die Freizeit. Modelle wie der Meet the parents, Lazy Layup oder H1ke sind absolute Klassiker der Brand und heute aus der Streetwear nicht mehr wegzudenken. Dadurch ist K1X nicht nur bei Basketballern beliebt, sondern hat sich im gesamten Lifestyle-Sektor etabliert. Inzwischen sogar im Kühlregal: 2009 wurde ein eigener Energy Drink eingeführt. Nicht zuletzt durch Innovationen wie diese und ebenso starke Designs hat sich K1X zu einem der größten Player auf dem Basketballmarkt entwickelt.","
                99,95 €","59,99"
